actually, i really do.	俺はやるぞ
if it is a freighter.	もし貨物船なら...
didn't we do them enough harm?	じゅうぶん暴れたろう?
here i go!	ここは?
the thing is that she's too young to marry.	嫁にやるのは未だ早いと 考えてるんだが
my aunt had one of those dots on her, to target the radiation.	俺のおばさんにも 同じ斑点があった 放射線を当てる部分だ 肺ガンか?
how did we get here	一体どうして
the supporter comes to kill its owner.	サポーターってのが持ち主を殺しにくるそうだ
and what did she say?	彼女は何と?
see you in the morning, james. double, sometime triple shifts.	2つ・・・ 時には3つ 掛け持ちで
i know it's not enough for what happened tonight, but...	今夜の事で 十分じゃないのは分かってる でも...
matternet, where they figured out that you could	アフリカの村から村へ
so i really didn't want to use it until the very last moment.	ほんとは ギリギリまで 使いたくはなかったんだけどな。
do you guys have any interest to work for me?	そんな事よりさぁ 2人とも うちの店で働く気ない?
i don't know.	憤慨してるのは知ってる
is that what happened?	まさか彼の犬が?
did you have enough already?	もう やめとく?
it certainly is the hardest thing to bear when	確かに 生きてるのか 死んでるのかどうかも
and you unlocked my mind.	あなたは俺の心を 解き放ったんだ
please bring him or her to the thornton high school gym	正午から4時の間に ソーントン高校の体育館まで
in the fourth century a.d.	エチオピア文字が発明され
i think we've evolved four very broad personality types	脳内の4物質の比率と関連する
quick, hurry! hurry!	急げ 急ぐんだ!
what did you give him?	君は彼に何を話した? - オリバー!
it's a house of cards. once it starts, it's just gonna tumble. all of it.	本当にそう思うか 騙されるな 一旦着手すれば...
my name is aaron.	僕はアーロン
give me the fucking book!	返せ!
draw them away?	引き離すだって?
mannequins are calling you	あら あんたピート?
beverly!	ベバリー
and a mobile phone gives you individual freedom.	さらに皆さんに個人としての自由を与えてくれます
at least deny it!	そこ 否定しようよ。
doctor, what's she doing now?	ー先生今は何?
oh, the same as my granddaughter!	おお! 孫と同じじゃ。 ヘヘヘッ。
baby, that don't make any sense. of course it makes sense.	それって意味があるの?
what are you doing!?	ブルマさん! 何やってんですか。 早く追いかけて!
where's the rest of my meth?	残りはどうした?
take it to brendan.	それは ブレンダンに。
then i paid my entire way through first year university at carlton	カールトン大の最初の年の学費は
and we made a baby.	そして、僕達の「ベイビー」ができたのです
i did get some nice sausages.	ソーセージを持ってきた
ready... go.	せ~の...。
the guy killed three fucking colombians. plus, we have blood evidence that puts sirko at the scene.	奴はコロンビア人を 3人も殺してる
i just wanted to	念のため ホテルの人に 様子を見てもらおう。
usagisan, how did you do on your test?	うさぎさん テスト どうでした?
many of them experience a sense of responsibility for what happened.	彼らの多くは経験しました 責任感を 起こった為に
what a pain, that type. seems like all he'll want to do is argue about theories.	めんどくせえな ああいうの。 理屈ばっか こねそうで。
the answers are yes,i disliked her, no,i didn't kill her.	ええ そうよ 私は彼女が嫌いだった でも殺して無いわ
you didn't call. you're grounded for a week.	外で待っていた・・ 電話くれないから
one of the things he raved about was that a particle accelerator experiment	ユナボマーは熱弁しました 粒子加速器の実験は
because of his illness, my father has been known to do things like putting his glasses in the refrigerator.	病気のせいで 冷蔵庫の中に 老眼鏡を置いたりしてましたから。
governments should fund sanitation	政府が道路、学校
actually won the clio awards, so it's funny how you can do	クリオ賞を受賞しました ですからこれは
okay, good.	そうか よし
where did they go?	どこに行ったんだ?
and if i'm gonna turn this loser into a winner	勝者から敗者になったら
you know mine.	君こそ知ってるだろう
yo!	はい? よう
no football today?	今日は、サッカーがない?
some sort of analog of happiness into a computer brain to make it work properly?	コンピュータの頭脳と一緒にしなければ上手く機能しないのでしょうか?
but he's not the devil.	だが悪魔じゃない
you underestimated his resolve.	彼の決意を 甘く見ておられるのでは
bree was surprised to find	ブリー・バンデカンプは情事を重ねていた
jesus christ.	嘘でしょ (イエス・キリスト)
i think so.	そうみたい
off duty?	今日は非番?
i got the alley.	俺は裏道に
only to me? that punk maeda	僕にだけ? 前田の野郎な
ever since the war, i prayed that god might send me a family that i could care for.	戦争以来 祈り続けた 大切な家族の為に
i heard this from mr. yamazaki.	山崎課長から聞きました。
yes, i know.	乗り越える試練は分かってる
so these guys have supersoldiers, an expert military strategist, and a clairvoyant who can see the future.	スーパー・ソルジャーに軍事戦略家、 そして、未来を見通す透視能力者までいる、 勢揃いね。
isn't that good enough?	十分いいじゃない
of developing in industrialized countries, which is wrong.	発展途上国と工業先進国の常識が間違っていること。
dad, where are you? !	パパ どこなの?
it'll be christmas soon.	「じきに、Xmasだね」
oh... uh...	あッ!
if we can make good use of it, we'll be able to get out of here!	あいつをうまいこと利用できれば 俺たちはここから脱出できる
we didn't receive any phone call too.	九ちゃん まだ 出勤してないし 家に電話しても来ないし」。
so, what can we do about this? oh, by the way, we're overdue.	それで 何ができますか? あ!ところで時間が超過してます
but i'm	でも...
jonah came home from work and saw trinity push sally down the stairs and begin to beat her.	仕事から戻ると 奴が 妻を階段から 突き落とし 殴り始め
i know that.	分かってる 何だというんだ 大勢で。
please forgive our rude language and violence toward a higherranking officer, sir!	階級にあるまじき暴言と暴力 お許しください
no! cali!	カリ!
the weapon i am going to announce today surpasses even the m16	高値を付けた諜報機関に 売りつけている
i'm okay, piccolo!	えい。 あっ。
you're pretty smart, huh?	おおっ?
you have no memory yet you recognize the smell of autumn?	記憶はねえくせに 秋の匂いが分かるのか...。
maybe they've gone out somewhere.	いらっしゃいませんか 小田さんnどっか出かけてるんですかね
is look up on the list	どの罪にあたるのかをリストで
are you okay?	なにするの
a talking zombie?	ゾンビが”脳みそ”と話した
you'll teach me how to do it?	教えてもらえるんですか?
anyone can bring a manuscript in.	原稿さえ描けば 誰でも できるって。
what is this...?	何だって こんな場所に?
so let's go now to the uniquely human world of language.	では 次に人間特有の 言語の世界を見てみましょう
the after party?	已經沒有後路相互吸引的戀愛
bullshit.	ウソつけ
so, in order to try to find out the answer to this	そこで原因究明のため 世界中から
so, do you love it or do you love it?	どう? 気に入った?
have a bachelor's degree or higher.	大学を出ていないので
brad! brad, no!	ブラット、だめだ!
something horrible's going on down here.	足元は大変なことになっています
basically go back to what it looks like.	あるがままを見たい気もします
and the patron of the vieux moulin told me that night you asked for a table for one.	ビュー・ムーランの経営者に聞いたのですが その夜 あなたは1人でテーブルを予約した
thanks. chet did most of it.	ありがとう でもチェットが殆どしたのよ
give me the crown and you can go back to equestria tonight.	王冠をよこすのよ そうすれば エクエストリアに帰れるわ
you know what, one time, he put me in an oil barrel and rolled me in the road.	いいかい? 一度、奴は僕を石油のドラム缶に入れて、
you're talking about lunch?	ランチの話?
not flashy, and the modest, soothing type...	派手ではなくてnつつましやかな癒やし系
or likes it too much.	好きすぎるかも
from the parking lot to the diner.	駐車場から ダイナーに飛んだんだ?
hold me tighter...	♪ Hold me tighter... ♪
that's not it.	やっぱりnpcの女じゃあ その顔はできないよね
ollie, the guy from rolling stone... holy shit!	記者達が早くしろと・・・ 大変!
his wife passed away and he was alone.	奥さん 亡くなられて 独りになっちゃったから。
did he say what he wanted?	あとは彼を
er, right hand.	それと 右手
now you have always insisted, mr. stevens, that negroes are the same as white men are.	スティーブンス議員 あなたは常々 黒人と白人は同じだと 主張してきた
seymour!	俺はこのバンドを持っている
come on, harry.	さあ ハリー
i'm starting to feel a little bit afraid.	何か ちょっと 怖くなって来ちゃった。
want to see your son.	息子に会いたい?
why?	居ないの?
then how could it be there?	そうすると どうやって これを入手したかよね
sorry.	御免なさい 多蕗さん
all your friends want you dead.	みんな、君に死んで欲しいと思ってる
you need to understand...	君に理解して欲しい あなたがした事は
daddy's got a bunch.	パパは沢山持ってるから
yaay! the cellar!	わーい 地下室だ!
i brought the recorder with your spells and...	あなたの呪文が入ったレコーダー 聖水も
we're the first organization	私たちは貧しい人達に
please	どうぞ。
[growling] [muffled cheering and yelling] your friends didn't even cover you up.	友達は助けて くれなかったな
anyway, what we found so far are...	取りあえず 分かったことは
thanksgiving dinner.	彼女は我々全員が一緒にいられるか
can we cook him?	こいつ食えるかな?
you made her carry all the guns, oz?	彼女にほとんど運ばせてるのか?
ah! chihirochan!	あああああちひろちゃん
so i wanted to be here first...	先に着いておきたくて
oh, no, take your time.	あぁ 気楽にしてくれ
it must be done in a single shot.	一発必殺でなければならないのだ
two country girls in the big city.	田舎育ちの2人でしたから
yeah. because of that song.	ーそう、あの歌
no shit.	駄目だ
you want to live?	生き残りたいか?
is not in the four walls of a doctor's office	診療所ではなく
i'm living alone now.	部屋 借りて 1人で住みよる。
we have to stop it.	やめろ...。
no, that's too risky.	これでは 使用者にも リスクが大きすぎます。
these kids were showing that they were really fluent	その新しい技術を 上手に使いこなせることを
but i think i may have discovered what was on pushkov's laptop.	でも、見つけたかもしれない プシュコフのラップトップにあった
just throw it away.	投げ捨てて
wanted to talk about my research. my work.	私の研究について 話がしたいと
battle of georgia straight!	ジョージアの戦いだ
now i see it.	思い出したわ
we weren't born to hate each other	僕たちは憎しみ合う為に 生まれてきたンじゃない
most people can't just wish them away with a wave of their hand.	普通の人は 手を振って 検問所を消すことは 出来ないが・・・
and they're not set up technically to find the device.	警察には装置を見つける技術が無い」 と言うのです
they're angry.	怒りがある
dory...	ドーリー
they're reporting casualties.	負傷者が出ています
i want you tell the students firmly	しっかりと 生徒達に教えてください。
i didn't want anybody to follow me back.	俺は誰にも後をつけて ほしくなかったんだよ
howard was the only one who had the courage to stand up and say, no more.	ハワードは唯一 やめてくれ、と言える勇気があった
stark, i'm here!	僕はここだ!
get it out?	ハッ! わけわかんないわ!
don't expect to go to town with a teacher present, fifteenyearold.	教師の前で淫行を期待するなよ 15歳
and this is an xray showing you	このレントゲン写真では
different from the history i know.	《やはり 私の知っている歴史とは➡
what should i do?	どうしたらいいんだ
you're another fucking disappointment.	あんたには がっかりした
was he always that way?	えっ 何 昔から あんな感じなの?
i sort of feel relieved.	はあ~ 何だかホッとした
in the process, however, i became part	でも その過程で
just another fight, huh?	ただのケンカか。
you can lie down in my dressing room.	私の楽屋で休んでて
that i'd just passed the hanyu shuiping kaoshi	私は「漢語水平考試」という
we understand each other very well.	よく わかってらっしゃるわ
no, we don't need to go to the station	警察に行きたいんじゃない
you'll find out sometime.	いつかまた会えるといいね 同窓会とかでさ
you saved eric.	エリックを救ってくれて
worrying about things, and then worrying more	〈心配事を考えて 考えて...〉
but you've almost completed it.	でも、ほとんど完成だろ
that's not what i mean!	どういうことだってばよ?
yeah...	そりゃあもう
come on, yuri. help yourself.	さあユーリ 決断しろ
dont show your face to sayakasan!	いいか? 清花さんの所に 顔見せんなよ。
follow!	あそこよ!
we called people for help, and nobody came.	私たちが助けを求めても 誰も来てくれませんでした
this is not your island.	ここはお前達の島ではない。
right, a trap.	そりゃあ
i have heard ramses' final threat	私はラムセスの最後の脅迫を聞いた
next time i return home...	ただいま~。
yeah, he's fucking here.	ああ 奴はいるよ
it's repulsive.	不快なんだ
just being neighbourly.	ご近所だし
nice to meet you too.	こちらこそよろしく
a license plate?	ナンバープレート?
that the remembering self keeps for us.	記憶の自己と
it's just for one night, right?	一夜限りの事です いいですか?
if i'm going down, i'm going down in a fucking tsunami of dollar bills!	札束の津波に飲み込まれていく時のな
quite humanely, really.	すごく人道的だ
the waitress, hiura was asked by someone to go out at the day when oikawa died	何? それ。 塚田さんの息子さんが
that the more willing a husband is to do house work	夫が家事に積極的なほど
go to sleep first. yea.	先 寝てて... はい
fbi's all over us about this, panzer case.	パンザーの事件のことで fbiが 至る所に顔を出してくる
please take a look at the umbrella stand.	玄関の傘立てを見て下さい 雨水がたまっているはずです。
that's right, i don't even know the older sister's name.	そっか ボク 名前も わからないんだ お姉さんの...。
from the unitadominated area in angola.	アンゴラのunitaに支配されていました
on your fucking knees!	あなたのクソづいて!
got stuck in your ears.	耳に詰まったんだろ
the longest night of the year.	1年で最も長い夜か
who's the target?	標的は誰だ?
power.	権力が付きまといます
there may be trace evidence	痕跡証拠が残されているかもしれない、craquelureに
you're scared if i tell the truth, that you'll be mixed up in it?	何だよ? 俺が真実を言って 自分が巻き添えになるのが 怖いんだろ?
i want an iphone.	iphoneがほしい
here, let me show you.	ほら こうするんだ
a subtitle, edited by rogard	bukiyak
only he would take it as a compliment. okay, great. good.	恥ずかしい衣装を着せて...
what the fuck did you tell terry?	テリーに何を話した
what?	何、 -
and maybe bageye did with his father.	そしてバガイが その父親から学んだように
was because my program code wasn't up to snuff.	私のプログラムが未熟だったからでもあるし
my name is agent rigsby. this is patrick jane.	私は リグスビー捜査官 こちらは パトリック・ジェーン
no! i swear to god they were here.	お前はうそをついている!
does he have a scar and everything?	彼は傷跡とか色々持ってるの?
it wasn't grumblingly. she made a huge scene.	ブツクサじゃなかった 泣いたり わめいたり
they may have to be dealt with with military means	軍事的手段に頼る必要はあるかもしれませんが
and the shrine would be built for the god.	そして 神の為の神社が建設されます
go away.	消失在遠方
when i look at the record	記録を見てみますと
can i consult with you again, today?	今日なんですけど また 相談に乗ってもらえませんか?
i was so surprised.	驚いたわね うん
finished the check. no problems.	も... 問題ないよ。
wm: today, just for example, i went to get a haircut	(ウェット)例えば 今日 髪を切りに行ったんですが
and i wanted to bring you something.	モイラ 話し合いたい事がある
and our media is less global by the day.	そして、メディアは日に日にグローバル化の逆へ進んでいます。
was the, uh, night of the engagement party	婚約パーティーの夜だ
you're at 400 pier avenue?	住所の再確認を ピア通り4400番地ですね?
aa. even if i die, i'll go. even by myself, i'll go.	ああ 死んでも行くよ 1人でも行くよ。
from today, you have been given the name	本日より 名を
but why did he leave ?	でも どうして 帰っちゃったの?
that is why i do not ask.	なので お尋ねしないだけです
this is boring...	つまんないの
this way!	首が動いとる.
i should be with him.	彼と共に居るべきだ
he never misses a day.	初めて来なかったな
ser rodrik	ロドリック殿
or is it our whole organization you plan on taking over?	それとも 組織の乗っ取りでもするつもりか
mototanisan, are you all right? she's going into cardiac arrest!	《本谷さん 大丈夫ですか? 心肺停止!》
do you remember the day that we brought him home from the...	憶えてるかい あの子を家へ連れ戻した時の事...
he said, it'18.	9時18分です
i got a voice saying nice to have you	「なら うちが」って声かけたんだ
do you have a business with this lady?	彼女に何か用ですか?
dr. cahill wrapped up a 30hour shift.	ドクター・ケーヒルは 30時間勤務を 終えていた
what's with the thing you do every time i talk to the manager?	俺と店長が話してっと必ずやるあれ 何?
i mean, you could totally tell you didn't want to go.	行きたくないの ミエミエよ
so, in 2003, i started to make my way around los angeles	そこで2003年、私はロサンジェルスを歩き回り
do not, repeat, do not approach the fleet until further notice.	返信は不要 通達があるまで現在位置で待機
so instead of all that laborious	つまりダイエットにエクササイズ
still developing those dwheels, i see?	相変わらず dホイールの開発をやってるのか?
durant has already destroyed our lands, our home.	デュラントは、すでに我々の土地を破壊した 我々の家
i tell you, they're uneven.	やっぱり曲がってるって。
pleased to meet you.	はじめまして - 時間があるか...
don't you touch her.	彼女に触らないで
except it's a very special kind of jury.	かなり特殊な陪審ですけどね
these poor little lettuces are getting thrown out	気の毒なレタスは捨てられて
it's apple pie.	アップルパイなの
you know, he made it to the south summit on everest last year. who?	奴は去年も登った
during that interval.. where did you go and what did you do?	その間 皆が どこで何をしていたのか...
why do not you give anything funny	な... 何よ 変な言い掛かりをつけないでよ
wait. why would you say i'm selfcentered?	自己チュウとは?
what should i do, tokkan?! tokkan!	どうしよう... トッカン! トッカン!
tomorrow afternoon, the vice president and i are scheduled to greet the special operations group returning from afghanistan.	明日の午後は副大統領と 特殊作戦部隊の帰還を出迎える アフガン帰還者の一団を
i'm sure that's what it is. right?	絶対そうっすよ なッ なッ
too good for this world.	いい人すぎた
aquamarine?	アクアマリン(潜水艦)?
no, no bad meaning...	あいや、別に変な意味じゃ。
no, no, something big is happening. something dangerous.	今度は危ない
that won't be easy.	楽じゃない
i'm sorry, that's not correct. excuse me, young lady.	この種の能力を持つのはロシア、 北朝鮮、それとも中国だ
i've been calling my congressman.	私の議員に電話をした
if you have time to think about things like that, think about the patients, i say!	そんな事 考えてる暇あったら 患者の事を考えろ!
patty, get me kirsch.	キルシュを
this floor is made of glossy and durable bamboo skin.	こちらの床はつやつやして 丈夫な竹の皮でできています
they actually also have the lowest costs	最もコストが低く抑えられていたのです
why aren't you dragging him home?	何で 引っ張って帰ってこないの?
we make it right here at the table.	テーブルの上で作るんですよ
well, that's how it is.	どうしてよ
oh, okay.	大丈夫だ
let go, let go.	離してよ 離してよ
i'm sorry about this.	あんなのは ごめんです。
what are you doing?	何する気なの?
we just want to survive now. can we just live?	今はただ生き残りたい 出来るのか?
human and what?	《人間と何だ?
good evening, raymondo. the prodigal sons return. eh?	こんばんは レイモンド 放蕩息子達のお帰りだ
no, mate. no. i'm not leaving you behind, doug.	駄目だ 君を置いていけない
you're the consultant, right?	あんたは コンサルタントだな?
what, by using insects? uhoh. what now?	何だ 虫を使ってか? 今度は何?
if they're conservative, they're going to hate obama and food stamps and abortion.	もし保守派なら オバマや フードスタンプや 中絶が嫌い
are you ok, momma?	母ちゃん 大丈夫?
come on! )	(仏語)
the greatest british composer of his time.	相続権を手にして― 英国の偉大な作曲家に
then it's about time...	では そろそろ 茶番は終わりにするか!
in this case press the red button.. ..and rest in peace.	この場合は赤いボタンを押して 安らかにお眠りください
stop it!	やめろ 喰いたいのは僕だろ
then i draw a card from my deck, and if that card is also a level 4 then i can special summon it!	墓地から除外。 そしてデッキからカードをドローし
there might be... someone interested.	いいだろう ノッてきそうな奴はいる
if you could've, you would've arrested me back at the house.	出来てたら あの家でもう私を 逮捕してたでしょう
this is...	ムリだ! オメエ バカか!?
you really were a special one, then.	ホントに特別な存在だったんだな お前
how much did you like cleaning up the park?	公園の清掃は どれ程気に入った?
what does it mean? what on earth is happening !?	どういうことだ? いったい 何が起きてるんだ!?
and what specialty we're in	といった情報だけではなく
ah, i'll help.	あッ 私 手伝う
what's the name?	名前は?
so... in answer to your question... of getting back to anyone...	よって... あなたへの返答は
what do you know about it?	何か知ってるの?
and in gold, we see a subset of companies	黄色の線で 表されているのは
the club room!	在活动室
i know it'll work out.	本字幕由诸神字幕组制作
what? is she okay?	彼女は大丈夫なの?
how nice, like in the movies.	映画のようだ
in the water.	水中のicuでした
the triage problem. that's a hard problem	トリアージ(分別)の問題です 難しい問題です
he's going after evan wescott!	追跡サイトを使って
the gulf?	港か?
nope, not me... too predictable.	それは普通すぎる
he's been there all day.	ここんとこ ずっと 張り付いてますよ。
but he wasn't.	思われるかもしれませんが
if we do that, they got no choice but to retaliate.	それも良いが 連中は反撃するしか無くなる
and today we'll be jumping into	いい感じに引っ張った感じで
that uses secret agent viruses.	ウィルス秘密工作部員を使う方法
i'll, uh, take it in the conference room. thanks, erica.	ああ会議室につないでくれありがとうエリカ
you don't get any money from that.	そこから一切お金は増えません
franklin.	ウェー
can i try and ring back?	折り返し電話を しても良いかい?
to spend more time	批判的に考える能力を
and so, anyway, we're going to the opening credits.	《神楽:とりあえず いったん オープニングにいくのであった》
listen. you will be confirmed.	いいかい 公聴会も無事に終わる
it's all my fault.	私のせいよ
if i could acquire a missile, could we alter it so it could breach a v shuttle's defenses?	Vの技術があれば出来る 既製のミサイルを改造して
i hope you have your service weapon with you, detective.	武器を持ってきましたか、刑事
what? this is the perfect vantage point.	如果是连这点事都懒得做的人
let's go, man!	ましょワンゲルは、男を行く!
even if you think that good and evil ultimately	永遠の幸福 または
oh! no, even if that's so...	やだ-そうだったとしても!
as fast as we can reset our computers	コンピューターを再起動したとたん
with all due respect, sir, you may not be the best person to give your son an alibi.	失礼ながら あなたはアリバイの証人にはなりません
happy eleventh birthday, roberto.	《11歳の誕生日 おめでとう ロベルト》
not too fast.	あまり速すぎずに
don't tell me...	あの... 太夫! ほとんど こぼれちゃってんですけど!
a few questions i still think over.	私まだ熟考しているといういくつかの問題
kouchou, the usual won't do!	校長 いつもどおりじゃ駄目ですよ!
his name was alexander wood	彼の名前はアレキサンダー・ウッドで
so what happened with notsofunny guy?	で、笑えない彼氏は どうなったの?
you're here! where were you, uncle sayid?	サイードおじさん、どこにいたの?
this is sort of a look at the skull	頭蓋はこんなふうです
wait! allison! pete!	ピート!
can afford, want to study, cannot	経済的余裕があり勉強したいと思っていても できない人がいます
i made it.	やった~。 ふふふっ。
what's will's relationship with abigail hobbs?	ウィルとアビゲイルの 様子は?
and by the end of it	そして インタビューの最後になると
do you something different to your hair?	髪型変えた?
that goes back 50,000 years.	5万年前からあります
but you needn't worry.	でも心配は要りません
oh, of money. of course.	お金のコースについて
on a 747, the pilot's up top the firstclass cabin's in the nose, so no one would walk through.	あれはコクピットが上部にあって ファーストクラスが一番前 通り抜ける人はいない
it's just that word, crazy, it...	ただ "気が狂う" と言う表現が
huh?!	いや。 え?
[me]	すみません。
at least three, don't you think?	少なくとも3台、そう思うだろ?
so you're a thief.	それじゃ 泥棒じゃないのね
i think they're going to surprise you. they are an exceptional bunch of young people.	彼等を 見くびらない方が いいですよ
do you not know?	しっ、知りません私...なにも...
well, i'd settle for just one.	ぼくは一人でいいよ。
it's terrible! it's terrible!	先輩に似てる...
he said he has something to talk to you about	何か よう分からんけど お前に直接 話 したいって。
i've sent an ally to drive you.	ドライバーを送るから
that's going to go on for a while.	しばらく続きます
decades after the hunger winter	「飢餓の冬」の数十年後
son of a bitch.	野郎
saikou... i knew you were great.	只是上好高中 好大學
they found its stomach was full of plastic.	お腹にプラスチックが一杯ありました
let me tell you a little bit about superconductors.	超伝導体についてもう少し説明しましょう
well, the only theory in town	知りうる限り 考えられる理論は一つです
i thought you'd be flattered.	なんで? - うれしくないのか?
when you went to okinawa last month with dad...	先月さ パパとお兄ちゃんと2人で 沖縄行ったでしょ
what i could. it wasn't much.	大した事してないわ
where is that woman now?	あの女はどこだ?
for example, from the third organism we sequenced	たとえば 3番目に塩基配列を決定した
you think he's mentally ill.	あなたは精神病だと
it's an amazing sense of wonder you've given me	お話を聞いてとても驚きましたし
most of it was not my fault. except the panda bear lamp and the biffy the clown mirror.	ほとんど彼が壊した パンダのランプと――
and all that light just destroys the shadow.	光が影を消してしまい これでは惑星を見ることができません
being just normal would be good enough.	ただ そのまんま いればいいんだ」って。
don't talk about athletic meets!	運動会の話 すんな!
this is my second gift.	これが2つ目のプレゼントです
what kind of criminal drives a prius?	どんな罪人だ?
you have no idea what he did to me.	あなたに 分るわけないわ
accomplishing the mission is our top priority vice commander!	任務遂行が最優先だ 副官!
i don't know, but i got to admit, you're sharp.	分からないが 君が賢いのは認める
this one here.	ここのこれだ
christmas eve.	クリスマス・イヴだ
we gotta ration it, though.	でも ちゃんと分けなきゃね
charge!	行こう!
next time your daughter calls the vigilante, we'll be able to listen to every word.	次にお譲さんが 自警団を呼び時に 言った事 全てを 聞く事ができます
i set one card facedown and end my turn!	ターンエンドだ。
there are four documents.	四つの資料
yes, we watched yesterday's match	はい 私たち...その、昨日の試合見ました
where's my daughter?	私の娘はどこ
you just eat it.	などと言って食べてしまうのです。
oh! i don't think that's a good idea.	ちょっと 違うんじゃないか?
right? right?	でしょ でしょ?
beyond recovery, right?	100 くれぐれも再生不能に...
i'm not.	びしょ濡れだよ ママ
they're out there because they need to eat.	彼らは食事しているのです
supposed suicide.	推定自殺
i like melvin. he's much more of a melvin.	僕は メルヴィンが好きだよ いかにもメルヴィンらしい
she couldn't type. never learned.	彼女は タイプ出来なかった 習わなかったから
why did you become a burst linker?	お前何のためにバーストリンカーになったんだよ
you will never believe what's in this bag.	中に何が入っていたと思う?
written by alexandre dumas?	A・デュマが書いた
you saved me, ojisan. thanks.	おじさんのおかげで助かったよ ありがとう
so you and walker made his life a fucking misery.	お前とウォーカーが 嫌がらせを
everybody shut up!	みんな黙って!
the way we expect the world to be changes the way we see it.	将来に対する期待が、世界の見方を変えるのです
on stage now, or you're disqualified.	ステージだ 失格になるぞ
it's perfect, huh?!	⦅あら ピッタリね⦆
they have had to move, and every parliament session	移住せざるを得なかったのです 国会での議論があるたびに
wrong.	そいつは間違いだ
if i don't stop slade right now, a lot of people will lose a lot more.	多くの人々がもっと多くを失う
yes, fall in love.	⦅イエス フォーリン ラブ⦆
embrace the heart's key.	心の鍵を抱いて...。
whatever it is you pick, stick with it	その試みがどういったものであろうが
i know the response to this.	私は答えを知っています
this is the person i told you about	こちらが私が貴方に話した人物です 私たちの大隊の英雄
here's an example of it:	これはその例です
said she was having a drink at a bar in the south village.	ビレッジバーで飲んでいたのが 最後の目撃情報
emily is in danger.	エミリーは危険にさらされている。
his only purpose in life has been to protect white.	自分の存在理由はシロを守る事だと信じとる
tabby?	タビー
but i had another idea about this map.	しかし私には他の考えもありました
her number is on there 20 times more.	彼女への回数があった 20回... イエ もっとね
gradually transforming the desert island	徐々に砂漠の島を 緑の
it feels so strange.	すごく 変な名前だし
i'm not going to answer that. but i will answer some of the more popular questions.	その答えは言いませんが、他のもっとよくある質問に答えましょう
no use in waiting. let's eat.	待ってもしかた無いわね 食べましょう
the enemy hasn't pinpointed our position yet.	敵はまだ こちらの位置を はっきりとは把握できてない。
taguchi kei became very popular.	田口ケイは 大人気となった>
disembodied voices	実体をもたない声で 満たされていて
yes. i had to say goodbye to your brother.	えぇ あなたの兄弟に お別れを言わないといけないの
this is your mother's sound.	お前の母親のようにな
diploma	卒業証書授与!
he got released	彼は釈放されました
all right, okay.	よし ok
you just can't rely on the people out there to help you with this. (laughter)	中にいる人に手伝ってもらえない (笑)
it's finally ready, gebiyamakun.	やっとできたよ ゲビヤマ君
tell me. slade, i tried to tell you...	教えてくれ
we're no match for them.	こっちは太刀打ちできねえよ
i finished my mba three years ago.	三年前にMBAを終えたんだ
papa. i can sleep better in the park.	パパ。 僕 公園の方が よく 寝れる。
hope was equipped, activate the effect of the shield fin!	ホープに装備した シールド・フィンの効果発動!
but in my case	私にも
throughout that career, i never accepted	私のキャリアにおいて 次のような考えは決して受け入れませんでした
should it be attempted	もしそれが試みられた場合
that's... right, isn't it?	そう... ですよね。
i will accept whatever comes our way.	私 どんな状況でも受け入れる
you look great.	いい顔している。
this is a $2,000 suit, mike.	このスーツは2000ドルだ マイク
i'm telling you this story	この話をした理由は
you're putting girl jewelry on a boy dog. what? he's got enough selfesteem issues as a chihuahua, mom.	キラキラしてるわ 11時になったら家に入れないわよ
these dosages have something to do with it.	...服用量も影響を与えるということです
well, if you change your mind, contact me	まあ 気が変わったら連絡して
well, i think there'll be no problem	まあ 問題はないと 思いますが 何か あったら
why not?	悪いか?
you're just an errand boy for a woman, you bastard.	女の ぱしり やってるくせに この野郎。
might be a problem.	問題があるのかも
you taught me how to fight.	ただ この戦いが➡
which this citation was turning into a warrant.	そのうち令状がきました
they'll think i'm good at my job.	天職だと 評価してくれるでしょうね
do you have a camera angle from the direction they're heading?	正面からのカメラはないの?
make websites	携帯電話を作っていて
let's go. you lead the way.	行くぞ 先導してくれ
i think it's already blown. listen to me	もう破綻してるかも
sweetheart, there is nothing more important than you.	君よりも大切な物なんて無いよ
if you stay, you can hang on to a snare. get out if you go out!	留まればわなに掛けられます 出て行けば一人になる!
yeah, we're at her penthouse now, but she isn't saying much.	ああ 彼女のペントハウスにいる だが、もう話せないな
lawyers.	弁護士
wow, how wonderful!	わぁ なんかすごいすてきだね
complaint that the arts are in decline	一片の真実があるとすれば
of course i'm free as can be, but what is it?	そりゃ もう 空きっ放しですけど 何か。
and making it able to go to the home of all souls, the soul society.	流魂街の外れに作ってほしいと 依頼してきた...。
we'll be right back.	また明日
honey, are you okay?	ダーリング、あなたは大丈夫ですか?
why don't you come with me to my base?	一緒に私たちの基地へ来ない?
da ta da da	ダダラダー♫
a train has derailed at a crossing at the eight kilometer mark!	8キロ地点 踏み切りで貨物列車脱線!
is the vice president there?	副大統領は
my wicked eye tells me...	お前に言ったんじゃない
it appears that tashirosan has disappeared from his hospital room.	田代さんが 病室からいなくなったそうです。
you need to lay off your mother.	批判はやめなさい
they shamelessly promote	彼らは ああいった
our modern world is communicating	現代社会では過去に
i hate to burst your little crazy lady bubble but it must not	キ○ガイ女に ごちゃごちゃ言われても
